,OFFENSE,NEIGHBORHOOD_CLUSTER,NBH_NAMES,COUNT,YEAR,TotalOffenseCount
2876,SEX ABUSE,Cluster 26,Capitol Hill,1,2021,69
2877,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2878,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2879,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
2880,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
2881,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2882,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
2883,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
2884,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
2885,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2886,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
2887,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
2888,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2889,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
2890,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
2891,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
2892,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
2893,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
2894,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2895,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2896,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2897,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2898,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
2899,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2900,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2901,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
2902,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2903,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
2904,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
2905,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2906,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2907,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2908,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
2909,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2910,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2911,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
2912,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
2913,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2914,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2915,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2916,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
2917,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
2918,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2919,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2920,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
2921,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
2922,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
2923,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
2924,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2925,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
2926,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
2927,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2928,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
2929,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2930,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
2931,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
2932,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2933,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
2934,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
2935,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2936,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2937,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2938,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2939,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
2940,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
2941,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
2942,ASSAULT W/DANGEROUS WEAPON,Cluster 3,Shaw,1,2021,469
2943,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
2944,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2945,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
2946,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2947,BURGLARY,Cluster 25,Union Station,1,2021,524
2948,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
2949,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2950,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2951,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2952,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
2953,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
2954,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2955,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
2956,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
2957,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
2958,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
2959,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2960,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2961,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
2962,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
2963,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
2964,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
2965,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2966,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
2967,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2968,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2969,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
2970,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
2971,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
2972,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
2973,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2974,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2975,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
2976,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
2977,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
2978,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
2979,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
2980,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2981,BURGLARY,Cluster 3,Shaw,1,2021,524
2982,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
2983,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
2984,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
2985,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
2986,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
2987,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
2988,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
2989,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
2990,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
2991,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
2992,BURGLARY,Cluster 7,Shaw,1,2021,524
2993,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
2994,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
2995,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
2996,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
2997,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
2998,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
2999,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3000,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3001,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3002,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3003,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3004,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
3005,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3006,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3007,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3008,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3009,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3010,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3011,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3012,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3013,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3014,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3015,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3016,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3017,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3018,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3019,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3020,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3021,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3022,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3023,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3024,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3025,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3026,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3027,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3028,ROBBERY,Cluster 25,Union Station,1,2021,775
3029,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3030,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3031,BURGLARY,Cluster 25,Union Station,1,2021,524
3032,BURGLARY,Cluster 7,Shaw,1,2021,524
3033,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3034,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3035,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3036,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3037,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3038,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3039,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3040,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
3041,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3042,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3043,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3044,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3045,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3046,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3047,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
3048,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3049,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3050,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3051,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
3052,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3053,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3054,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3055,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3056,ROBBERY,Cluster 25,Union Station,1,2021,775
3057,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3058,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3059,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3060,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3061,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3062,ROBBERY,Cluster 1,Adams Morgan,1,2021,775
3063,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3064,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3065,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3066,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3067,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3068,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3069,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3070,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3071,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3072,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3073,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3074,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3075,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3076,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3077,BURGLARY,Cluster 18,Petworth,1,2021,524
3078,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3079,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
3080,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
3081,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3082,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3083,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3084,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3085,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3086,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
3087,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3088,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3089,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3090,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
3091,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
3092,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3093,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3094,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3095,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3096,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3097,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3098,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3099,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3100,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3101,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3102,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3103,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3104,ROBBERY,Cluster 18,Petworth,1,2021,775
3105,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
3106,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3107,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3108,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3109,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3110,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3111,ROBBERY,Cluster 27,Navy Yard,1,2021,775
3112,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3113,ROBBERY,Cluster 25,Union Station,1,2021,775
3114,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3115,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3116,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3117,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3118,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
3119,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3120,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3121,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3122,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3123,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3124,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
3125,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3126,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3127,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3128,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3129,BURGLARY,Cluster 27,Navy Yard,1,2021,524
3130,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3131,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3132,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3133,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3134,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3135,MOTOR VEHICLE THEFT,Cluster 28,Historic Anacostia,1,2021,1524
3136,ROBBERY,Cluster 3,Shaw,1,2021,775
3137,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3138,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3139,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3140,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3141,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3142,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3143,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3144,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3145,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3146,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3147,BURGLARY,Cluster 7,Shaw,1,2021,524
3148,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
3149,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3150,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3151,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3152,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3153,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3154,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3155,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3156,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3157,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3158,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3159,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3160,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3161,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
3162,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3163,ROBBERY,Cluster 25,Union Station,1,2021,775
3164,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3165,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3166,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3167,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
3168,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
3169,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3170,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3171,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3172,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3173,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3174,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3175,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3176,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
3177,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3178,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3179,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3180,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
3181,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3182,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3183,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
3184,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3185,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3186,BURGLARY,Cluster 25,Union Station,1,2021,524
3187,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3188,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3189,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3190,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3191,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3192,ROBBERY,Cluster 25,Union Station,1,2021,775
3193,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3194,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
3195,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
3196,ROBBERY,Cluster 3,Shaw,1,2021,775
3197,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3198,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3199,THEFT F/AUTO,Cluster 27,Navy Yard,1,2021,3744
3200,ASSAULT W/DANGEROUS WEAPON,Cluster 3,Shaw,1,2021,469
3201,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
3202,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3203,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3204,ROBBERY,Cluster 18,Petworth,1,2021,775
3205,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3206,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
3207,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3208,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3209,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3210,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
3211,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3212,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3213,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3214,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3215,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3216,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3217,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3218,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
3219,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
3220,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3221,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3222,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3223,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3224,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3225,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
3226,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3227,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3228,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3229,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
3230,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3231,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3232,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3233,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3234,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3235,BURGLARY,Cluster 3,Shaw,1,2021,524
3236,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3237,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3238,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3239,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3240,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3241,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
3242,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
3243,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3244,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3245,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3246,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
3247,HOMICIDE,Cluster 28,Historic Anacostia,1,2021,47
3248,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3249,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
3250,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
3251,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
3252,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3253,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3254,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3255,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
3256,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
3257,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
3258,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
3259,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
3260,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
3261,ROBBERY,Cluster 3,Shaw,1,2021,775
3262,ROBBERY,Cluster 7,Shaw,1,2021,775
3263,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
3264,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
3265,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3266,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
3267,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
