,OFFENSE,NEIGHBORHOOD_CLUSTER,NBH_NAMES,COUNT,YEAR,TotalOffenseCount
10715,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
10716,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10717,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10718,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10719,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10720,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10721,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
10722,ROBBERY,Cluster 3,Shaw,1,2021,775
10723,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
10724,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10725,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
10726,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
10727,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10728,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10729,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
10730,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10731,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
10732,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
10733,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10734,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10735,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10736,SEX ABUSE,Cluster 3,Shaw,1,2021,69
10737,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10738,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10739,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10740,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10741,ROBBERY,Cluster 3,Shaw,1,2021,775
10742,ASSAULT W/DANGEROUS WEAPON,Cluster 7,Shaw,1,2021,469
10743,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10744,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10745,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10746,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10747,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10748,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10749,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10750,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
10751,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10752,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10753,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10754,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10755,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10756,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10757,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10758,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10759,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
10760,BURGLARY,Cluster 18,Petworth,1,2021,524
10761,BURGLARY,Cluster 25,Union Station,1,2021,524
10762,BURGLARY,Cluster 28,Historic Anacostia,1,2021,524
10763,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
10764,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
10765,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10766,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10767,ROBBERY,Cluster 7,Shaw,1,2021,775
10768,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
10769,ASSAULT W/DANGEROUS WEAPON,Cluster 18,Petworth,1,2021,469
10770,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10771,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10772,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10773,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10774,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
10775,ASSAULT W/DANGEROUS WEAPON,Cluster 6,Dupont Circle,1,2021,469
10776,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10777,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10778,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
10779,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
10780,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10781,SEX ABUSE,Cluster 18,Petworth,1,2021,69
10782,MOTOR VEHICLE THEFT,Cluster 26,Capitol Hill,1,2021,1524
10783,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10784,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10785,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10786,MOTOR VEHICLE THEFT,Cluster 1,Adams Morgan,1,2021,1524
10787,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10788,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10789,BURGLARY,Cluster 25,Union Station,1,2021,524
10790,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10791,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
10792,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
10793,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10794,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10795,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10796,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10797,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10798,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10799,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10800,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10801,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10802,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10803,SEX ABUSE,Cluster 25,Union Station,1,2021,69
10804,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10805,BURGLARY,Cluster 25,Union Station,1,2021,524
10806,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10807,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10808,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
10809,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
10810,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10811,ROBBERY,Cluster 7,Shaw,1,2021,775
10812,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
10813,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10814,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10815,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10816,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
10817,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10818,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10819,ROBBERY,Cluster 7,Shaw,1,2021,775
10820,BURGLARY,Cluster 6,Dupont Circle,1,2021,524
10821,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10822,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10823,HOMICIDE,Cluster 3,Shaw,1,2021,47
10824,BURGLARY,Cluster 18,Petworth,1,2021,524
10825,BURGLARY,Cluster 7,Shaw,1,2021,524
10826,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
10827,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
10828,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
10829,ROBBERY,Cluster 18,Petworth,1,2021,775
10830,ASSAULT W/DANGEROUS WEAPON,Cluster 26,Capitol Hill,1,2021,469
10831,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10832,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10833,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
10834,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
10835,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10836,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10837,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
10838,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10839,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10840,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
10841,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
10842,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10843,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10844,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10845,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10846,HOMICIDE,Cluster 26,Capitol Hill,1,2021,47
10847,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10848,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10849,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10850,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10851,MOTOR VEHICLE THEFT,Cluster 3,Shaw,1,2021,1524
10852,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10853,MOTOR VEHICLE THEFT,Cluster 6,Dupont Circle,1,2021,1524
10854,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
10855,ROBBERY,Cluster 6,Dupont Circle,1,2021,775
10856,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10857,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10858,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10859,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
10860,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
10861,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10862,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10863,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10864,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
10865,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10866,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10867,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10868,MOTOR VEHICLE THEFT,Cluster 7,Shaw,1,2021,1524
10869,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10870,THEFT/OTHER,Cluster 18,Petworth,1,2021,5082
10871,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10872,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10873,BURGLARY,Cluster 7,Shaw,1,2021,524
10874,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10875,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
10876,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
10877,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
10878,ASSAULT W/DANGEROUS WEAPON,Cluster 28,Historic Anacostia,1,2021,469
10879,ROBBERY,Cluster 25,Union Station,1,2021,775
10880,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10881,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10882,MOTOR VEHICLE THEFT,Cluster 18,Petworth,1,2021,1524
10883,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10884,ROBBERY,Cluster 25,Union Station,1,2021,775
10885,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10886,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10887,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10888,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10889,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10890,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10891,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10892,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10893,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
10894,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10895,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10896,MOTOR VEHICLE THEFT,Cluster 27,Navy Yard,1,2021,1524
10897,THEFT/OTHER,Cluster 28,Historic Anacostia,1,2021,5082
10898,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10899,ASSAULT W/DANGEROUS WEAPON,Cluster 2,Columbia Heights,1,2021,469
10900,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10901,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10902,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
10903,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
10904,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10905,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
10906,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10907,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10908,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10909,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10910,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10911,THEFT F/AUTO,Cluster 18,Petworth,1,2021,3744
10912,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10913,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10914,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10915,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10916,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10917,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10918,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10919,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10920,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10921,THEFT/OTHER,Cluster 7,Shaw,1,2021,5082
10922,BURGLARY,Cluster 3,Shaw,1,2021,524
10923,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
10924,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10925,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10926,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10927,THEFT F/AUTO,Cluster 6,Dupont Circle,1,2021,3744
10928,BURGLARY,Cluster 2,Columbia Heights,1,2021,524
10929,THEFT F/AUTO,Cluster 25,Union Station,1,2021,3744
10930,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10931,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
10932,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
10933,THEFT/OTHER,Cluster 1,Adams Morgan,1,2021,5082
10934,ASSAULT W/DANGEROUS WEAPON,Cluster 25,Union Station,1,2021,469
10935,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10936,THEFT F/AUTO,Cluster 2,Columbia Heights,1,2021,3744
10937,THEFT F/AUTO,Cluster 26,Capitol Hill,1,2021,3744
10938,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
10939,THEFT F/AUTO,Cluster 7,Shaw,1,2021,3744
10940,THEFT/OTHER,Cluster 3,Shaw,1,2021,5082
10941,THEFT/OTHER,Cluster 6,Dupont Circle,1,2021,5082
10942,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10943,ROBBERY,Cluster 2,Columbia Heights,1,2021,775
10944,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10945,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10946,THEFT/OTHER,Cluster 2,Columbia Heights,1,2021,5082
10947,BURGLARY,Cluster 26,Capitol Hill,1,2021,524
10948,MOTOR VEHICLE THEFT,Cluster 25,Union Station,1,2021,1524
10949,ROBBERY,Cluster 26,Capitol Hill,1,2021,775
10950,THEFT F/AUTO,Cluster 3,Shaw,1,2021,3744
10951,THEFT/OTHER,Cluster 26,Capitol Hill,1,2021,5082
10952,THEFT/OTHER,Cluster 27,Navy Yard,1,2021,5082
10953,THEFT F/AUTO,Cluster 1,Adams Morgan,1,2021,3744
10954,THEFT/OTHER,Cluster 25,Union Station,1,2021,5082
10955,MOTOR VEHICLE THEFT,Cluster 2,Columbia Heights,1,2021,1524
